Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Start_to_End_Time(min),Category,Jarak(km),Tingkat_Rating,Order_Time_Hour,Order_Pickup_Time(min),Delivery_Time(min),Average_Speed(km_per_min),z_score
ppox196349131,21,4.5,18.539299,73.897902,18.589299,73.947902,2022-03-09,2024-10-24 19:35:00,2024-10-24 19:45:00,Sunny,Jam,scooter,Urban,16,Grocery,7.66,Very Good,19,10.0,6.0,0.47875,-1.9429886905300147
huoe212394148,20,5.0,18.530963,73.828972,18.590963,73.888972,2022-03-19,2024-10-24 18:55:00,2024-10-24 19:05:00,Fog,Medium,scooter,Urban,65,Jewelry,9.19,Very Good,18,10.0,55.0,0.1413846153846154,-0.9290123006348241
blqz177689254,22,4.2,18.546258,73.904337,18.576258,73.934337,2022-03-01,2024-10-24 23:20:00,2024-10-24 23:30:00,Stormy,Low,motorcycle,Urban,80,Kitchen,4.6,Good,23,10.0,70.0,0.057499999999999996,-0.6186113649526229
umzw341208393,37,5.0,12.299524,76.64262,12.329524,76.67262,2022-03-01,2024-10-24 17:35:00,2024-10-24 17:40:00,Cloudy,Medium,motorcycle,Urban,80,Skincare,4.66,Very Good,17,5.0,75.0,0.05825,-0.6186113649526229
qrir304269109,23,4.9,30.899992,75.831338,30.949992,75.881338,2022-02-15,2024-10-24 22:00:00,2024-10-24 22:10:00,Sandstorms,Jam,scooter,Urban,140,Shoes,7.32,Very Good,22,10.0,130.0,0.05228571428571429,0.6229923777761818
lbup233828636,29,4.9,26.914142,75.805704,26.974142,75.865704,2022-03-19,2024-10-24 22:10:00,2024-10-24 22:25:00,Stormy,Low,motorcycle,Urban,75,Home,8.94,Very Good,22,15.0,60.0,0.11919999999999999,-0.7220783435133566
bhkd263454366,35,4.5,25.450317,81.831681,25.510317,81.891681,2022-02-11,2024-10-24 17:25:00,2024-10-24 17:30:00,Fog,Medium,scooter,Urban,90,Outdoors,8.99,Very Good,17,5.0,85.0,0.09988888888888889,-0.4116774078311555
vclb648232559,28,4.7,11.016298,76.972076,11.046298,77.002076,2022-03-03,2024-10-24 23:30:00,2024-10-24 23:35:00,Cloudy,Low,motorcycle,Urban,115,Apparel,4.67,Very Good,23,5.0,110.0,0.04060869565217391,0.10565748497251316
oesd656963584,39,4.9,11.024839,77.007003,11.104839,77.087003,2022-04-02,2024-10-24 22:45:00,2024-10-24 22:50:00,Windy,Low,motorcycle,Urban,130,Outdoors,12.46,Very Good,22,5.0,125.0,0.09584615384615386,0.4160584206547144
wqqt211188143,28,4.9,19.178321,72.834715,19.188321,72.844715,2022-04-03,2024-10-24 09:55:00,2024-10-24 10:10:00,Fog,Low,motorcycle,Urban,80,Pet Supplies,1.53,Very Good,9,15.0,65.0,0.019125,-0.6186113649526229
dfld162241429,28,5.0,12.978453,77.643685,13.088453,77.753685,2022-03-02,2024-10-24 17:50:00,2024-10-24 17:55:00,Windy,Medium,van,Urban,85,Jewelry,17.07,Very Good,17,5.0,80.0,0.2008235294117647,-0.5151443863918892
husa807005775,32,4.7,23.214459,77.434976,23.274459,77.494976,2022-02-15,2024-10-24 20:35:00,2024-10-24 20:40:00,Sunny,Jam,scooter,Urban,95,Outdoors,9.06,Very Good,20,5.0,90.0,0.09536842105263159,-0.30821042927042175
agcr476218952,25,5.0,22.732225,75.874765,22.862225,76.004765,2022-03-02,2024-10-24 19:50:00,2024-10-24 20:05:00,Windy,Jam,scooter,Urban,90,Pet Supplies,19.66,Very Good,19,15.0,75.0,0.21844444444444444,-0.4116774078311555
ingd373049185,35,4.2,21.15276,72.778059,21.24276,72.868059,2022-03-29,2024-10-24 19:10:00,2024-10-24 19:15:00,Stormy,Jam,motorcycle,Urban,220,Cosmetics,13.68,Good,19,5.0,215.0,0.06218181818181818,2.2784640347479215
iiag436619837,26,4.9,12.949934,77.699386,12.959934,77.709386,2022-04-03,2024-10-24 11:15:00,2024-10-24 11:20:00,Sunny,High,scooter,Urban,17,Grocery,1.55,Very Good,11,5.0,12.0,0.0911764705882353,-1.922295294817868
vzpw849573321,23,4.7,18.53408,73.89852,18.58408,73.94852,2022-03-07,2024-10-24 20:20:00,2024-10-24 20:30:00,Sandstorms,Jam,scooter,Urban,50,Toys,7.66,Very Good,20,10.0,40.0,0.1532,-1.2394132363170254
mjqe756619559,30,4.3,13.045479,80.23311,13.135479,80.32311,2022-03-23,2024-10-24 18:50:00,2024-10-24 19:00:00,Windy,Medium,scooter,Urban,170,Electronics,13.97,Good,18,10.0,160.0,0.0821764705882353,1.2437942491405842
mbtj148763377,21,4.7,13.027018,80.254791,13.087018,80.314791,2022-03-30,2024-10-24 23:20:00,2024-10-24 23:35:00,Windy,Low,motorcycle,Urban,85,Books,9.31,Very Good,23,15.0,70.0,0.10952941176470589,-0.5151443863918892
vztj287520883,29,4.7,12.933284,77.615428,12.953284,77.635428,2022-04-05,2024-10-24 08:45:00,2024-10-24 09:00:00,Fog,Low,scooter,Urban,95,Outdoors,3.1,Very Good,8,15.0,80.0,0.03263157894736842,-0.30821042927042175
hawy036999733,29,5.0,22.514119,88.362504,22.564119,88.412504,2022-02-13,2024-10-24 20:45:00,2024-10-24 20:50:00,Sunny,Jam,motorcycle,Urban,80,Snacks,7.57,Very Good,20,5.0,75.0,0.094625,-0.6186113649526229
uvlj904164304,27,4.6,13.02978,80.208812,13.03978,80.218812,2022-03-24,2024-10-24 10:55:00,2024-10-24 11:05:00,Cloudy,Low,motorcycle,Urban,55,Books,1.55,Very Good,10,10.0,45.0,0.028181818181818183,-1.1359462577562915
eaad617286418,36,4.3,22.732225,75.874765,22.772225,75.914765,2022-03-05,2024-10-24 15:00:00,2024-10-24 15:15:00,Cloudy,High,motorcycle,Urban,195,Pet Supplies,6.05,Good,15,15.0,180.0,0.031025641025641024,1.7611291419442527
bfle962655516,21,4.8,22.732225,75.874765,22.772225,75.914765,2022-03-03,2024-10-24 12:30:00,2024-10-24 12:35:00,Sunny,High,scooter,Urban,75,Shoes,6.05,Very Good,12,5.0,70.0,0.08066666666666666,-0.7220783435133566
bshm286203226,21,4.9,17.431477,78.40035,17.451477,78.42035,2022-04-01,2024-10-24 10:00:00,2024-10-24 10:10:00,Windy,Low,motorcycle,Urban,50,Home,3.07,Very Good,10,10.0,40.0,0.061399999999999996,-1.2394132363170254
kfmo754494101,32,4.5,18.546947,73.900626,18.566947,73.920626,2022-03-26,2024-10-24 08:50:00,2024-10-24 09:05:00,Windy,Low,motorcycle,Urban,130,Outdoors,3.06,Very Good,8,15.0,115.0,0.02353846153846154,0.4160584206547144
tnci432340551,30,4.9,21.170096,72.789122,21.260096,72.879122,2022-03-08,2024-10-24 22:35:00,2024-10-24 22:45:00,Sandstorms,Low,motorcycle,Urban,105,Jewelry,13.68,Very Good,22,10.0,95.0,0.13028571428571428,-0.1012764721489543
tvms580065469,26,4.0,26.90519,75.810753,26.91519,75.820753,2022-03-24,2024-10-24 09:10:00,2024-10-24 09:15:00,Stormy,Low,motorcycle,Urban,28,Grocery,1.49,Good,9,5.0,23.0,0.053214285714285714,-1.6946679419842539
ceyk717631808,25,4.8,23.353783,85.326967,23.483783,85.456967,2022-03-10,2024-10-24 18:20:00,2024-10-24 18:30:00,Sandstorms,Medium,scooter,Urban,120,Cosmetics,19.62,Very Good,18,10.0,110.0,0.1635,0.2091244635332469
xhbu064163530,33,4.7,12.98041,77.640489,13.05041,77.710489,2022-03-14,2024-10-24 17:55:00,2024-10-24 18:05:00,Windy,Medium,motorcycle,Urban,140,Pet Supplies,10.87,Very Good,17,10.0,130.0,0.07764285714285714,0.6229923777761818
aywq386879575,23,4.9,12.323994,76.626167,12.353994,76.656167,2022-03-17,2024-10-24 21:20:00,2024-10-24 21:30:00,Fog,Jam,scooter,Urban,135,Kitchen,4.66,Very Good,21,10.0,125.0,0.03451851851851852,0.519525399215448
umhh020739136,37,4.1,26.921411,75.793604,27.061411,75.933604,2022-03-25,2024-10-24 19:25:00,2024-10-24 19:35:00,Sandstorms,Jam,motorcycle,Urban,160,Toys,20.85,Good,19,10.0,150.0,0.1303125,1.0368602920191168
iiww028173171,31,4.7,18.554382,73.798206,18.604382,73.848206,2022-04-03,2024-10-24 21:45:00,2024-10-24 21:55:00,Windy,Jam,motorcycle,Urban,125,Outdoors,7.66,Very Good,21,10.0,115.0,0.06128,0.3125914420939806
jyic303064126,36,4.1,21.17106,72.789292,21.25106,72.869292,2022-03-29,2024-10-24 20:55:00,2024-10-24 21:10:00,Stormy,Jam,scooter,Urban,210,Outdoors,12.16,Good,20,15.0,195.0,0.0579047619047619,2.0715300776264542
owqp191747087,38,3.5,12.325461,76.632278,12.405461,76.712278,2022-03-31,2024-10-24 21:50:00,2024-10-24 21:55:00,Stormy,Jam,scooter,Urban,220,Clothing,12.43,Bad,21,5.0,215.0,0.0565,2.2784640347479215
ezuf212006210,29,4.6,26.911927,75.797282,26.961927,75.847282,2022-03-19,2024-10-24 20:35:00,2024-10-24 20:40:00,Sandstorms,Jam,scooter,Urban,55,Apparel,7.45,Very Good,20,5.0,50.0,0.13545454545454547,-1.1359462577562915
ieib775823485,21,5.0,26.913726,75.75282,26.943726,75.78282,2022-03-05,2024-10-24 17:10:00,2024-10-24 17:15:00,Fog,Medium,scooter,Urban,60,Apparel,4.47,Very Good,17,5.0,55.0,0.0745,-1.032479279195558
kbcg109935910,24,4.9,11.000762,76.981876,11.060762,77.041876,2022-03-09,2024-10-24 17:10:00,2024-10-24 17:15:00,Windy,Medium,scooter,Urban,110,Pet Supplies,9.35,Very Good,17,5.0,105.0,0.08499999999999999,0.0021905064117794283
mebs506791335,36,4.7,21.186884,72.793616,21.196884,72.803616,2022-03-01,2024-10-24 10:20:00,2024-10-24 10:30:00,Cloudy,Low,motorcycle,Urban,120,Toys,1.52,Very Good,10,10.0,110.0,0.012666666666666666,0.2091244635332469
aome384744430,23,4.9,17.45971,78.368855,17.46971,78.378855,2022-03-19,2024-10-24 09:15:00,2024-10-24 09:30:00,Stormy,Low,motorcycle,Urban,55,Pet Supplies,1.54,Very Good,9,15.0,40.0,0.028,-1.1359462577562915
hbvq630697754,27,4.9,19.254567,72.848923,19.274567,72.868923,2022-03-19,2024-10-24 10:40:00,2024-10-24 10:55:00,Stormy,Low,scooter,Urban,55,Clothing,3.06,Very Good,10,15.0,40.0,0.05563636363636364,-1.1359462577562915
hrkl470267474,34,4.8,12.299524,76.64262,12.309524,76.65262,2022-04-03,2024-10-24 09:50:00,2024-10-24 09:55:00,Sunny,Low,motorcycle,Urban,135,Electronics,1.55,Very Good,9,5.0,130.0,0.011481481481481481,0.519525399215448
zvaz267555062,23,4.9,23.39925,85.390464,23.45925,85.450464,2022-03-09,2024-10-24 21:00:00,2024-10-24 21:10:00,Windy,Jam,motorcycle,Urban,150,Toys,9.05,Very Good,21,10.0,140.0,0.060333333333333336,0.8299263348976492
phpi408147849,23,4.5,17.410371,78.437225,17.440371,78.467225,2022-04-01,2024-10-24 19:35:00,2024-10-24 19:50:00,Sunny,Jam,scooter,Urban,75,Outdoors,4.61,Very Good,19,15.0,60.0,0.06146666666666667,-0.7220783435133566
ctaz172674665,33,4.6,12.906229,77.596791,12.996229,77.686791,2022-03-08,2024-10-24 18:35:00,2024-10-24 18:45:00,Fog,Medium,van,Urban,185,Sports,13.97,Very Good,18,10.0,175.0,0.07551351351351351,1.5541951848227853
ksrt534060469,23,4.0,21.157735,72.768778,21.287735,72.898778,2022-03-20,2024-10-24 19:45:00,2024-10-24 20:00:00,Cloudy,Jam,motorcycle,Urban,215,Pet Supplies,19.76,Good,19,15.0,200.0,0.09190697674418605,2.1749970561871876
guvc399602881,25,4.9,23.184992,77.417227,23.244992,77.477227,2022-02-13,2024-10-24 17:25:00,2024-10-24 17:35:00,Cloudy,Medium,van,Urban,95,Cosmetics,9.06,Very Good,17,10.0,85.0,0.09536842105263159,-0.30821042927042175
ynek435051428,32,4.9,23.355164,85.324097,23.425164,85.394097,2022-03-08,2024-10-24 20:15:00,2024-10-24 20:30:00,Sandstorms,Jam,motorcycle,Urban,220,Kitchen,10.56,Very Good,20,15.0,205.0,0.048,2.2784640347479215
zbno973196326,30,4.6,23.357804,85.325146,23.377804,85.345146,2022-03-11,2024-10-24 09:50:00,2024-10-24 10:00:00,Fog,Low,motorcycle,Urban,100,Skincare,3.02,Very Good,9,10.0,90.0,0.0302,-0.20474345070968802
vosy789042724,37,4.5,26.849596,75.800512,26.889596,75.840512,2022-03-13,2024-10-24 13:45:00,2024-10-24 13:50:00,Sunny,High,motorcycle,Urban,115,Sports,5.96,Very Good,13,5.0,110.0,0.05182608695652174,0.10565748497251316
jhec331514262,21,4.6,30.361281,78.068022,30.451281,78.158022,2022-02-14,2024-10-24 21:30:00,2024-10-24 21:45:00,Sandstorms,Jam,motorcycle,Urban,175,Apparel,13.21,Very Good,21,15.0,160.0,0.0754857142857143,1.3472612277013178
ztqw448791805,22,4.6,26.474986,80.342796,26.514986,80.382796,2022-02-13,2024-10-24 16:25:00,2024-10-24 16:30:00,Fog,Medium,van,Urban,90,Shoes,5.97,Very Good,16,5.0,85.0,0.06633333333333333,-0.4116774078311555
byqv274533005,37,4.5,23.371292,85.327872,23.381292,85.337872,2022-03-24,2024-10-24 10:20:00,2024-10-24 10:30:00,Sunny,Low,motorcycle,Urban,140,Shoes,1.51,Very Good,10,10.0,130.0,0.010785714285714286,0.6229923777761818
vdkt097946533,27,4.0,15.5696,73.742294,15.5896,73.762294,2022-02-11,2024-10-24 09:10:00,2024-10-24 09:25:00,Sandstorms,Low,motorcycle,Urban,100,Cosmetics,3.09,Good,9,15.0,85.0,0.030899999999999997,-0.20474345070968802
ldgn628502852,37,4.3,21.173493,72.801953,21.183493,72.811953,2022-03-21,2024-10-24 09:40:00,2024-10-24 09:50:00,Sandstorms,Low,motorcycle,Urban,140,Jewelry,1.52,Good,9,10.0,130.0,0.010857142857142857,0.6229923777761818
cpiw259273005,25,4.5,19.121999,72.908493,19.161999,72.948493,2022-04-05,2024-10-24 15:30:00,2024-10-24 15:35:00,Cloudy,Medium,motorcycle,Urban,75,Kitchen,6.12,Very Good,15,5.0,70.0,0.0816,-0.7220783435133566
hcin759733697,29,4.8,17.430448,78.418213,17.460448,78.448213,2022-03-13,2024-10-24 18:10:00,2024-10-24 18:20:00,Fog,Medium,scooter,Urban,90,Jewelry,4.61,Very Good,18,10.0,80.0,0.051222222222222225,-0.4116774078311555
kbyv440197634,30,4.6,23.374989,85.335486,23.424989,85.385486,2022-03-30,2024-10-24 17:10:00,2024-10-24 17:15:00,Sandstorms,Medium,scooter,Urban,140,Kitchen,7.55,Very Good,17,5.0,135.0,0.05392857142857143,0.6229923777761818
bxby695820205,21,4.6,17.429585,78.392621,17.459585,78.422621,2022-03-30,2024-10-24 20:35:00,2024-10-24 20:40:00,Windy,Jam,motorcycle,Urban,145,Electronics,4.61,Very Good,20,5.0,140.0,0.031793103448275864,0.7264593563369155
fxwj561410646,21,4.7,22.552996,88.35231,22.572996,88.37231,2022-02-15,2024-10-24 08:30:00,2024-10-24 08:45:00,Stormy,Low,scooter,Urban,50,Snacks,3.03,Very Good,8,15.0,35.0,0.060599999999999994,-1.2394132363170254
gwkw854075382,31,4.2,23.233219,77.433571,23.243219,77.443571,2022-02-17,2024-10-24 11:30:00,2024-10-24 11:45:00,Cloudy,High,van,Urban,180,Apparel,1.51,Good,11,15.0,165.0,0.008388888888888888,1.4507282062620517
tjow067872991,29,4.9,22.753659,75.903365,22.823659,75.973365,2022-03-23,2024-10-24 23:30:00,2024-10-24 23:40:00,Cloudy,Low,scooter,Urban,130,Shoes,10.59,Very Good,23,10.0,120.0,0.08146153846153846,0.4160584206547144
sdhc700845697,22,4.3,22.32,73.17,22.37,73.22,2022-03-19,2024-10-24 19:30:00,2024-10-24 19:35:00,Stormy,Jam,motorcycle,Urban,185,Home,7.57,Good,19,5.0,180.0,0.04091891891891892,1.5541951848227853
qwai737693426,26,4.7,26.913483,75.803139,27.023483,75.913139,2022-03-20,2024-10-24 19:55:00,2024-10-24 20:05:00,Stormy,Jam,motorcycle,Urban,100,Skincare,16.38,Very Good,19,10.0,90.0,0.1638,-0.20474345070968802
ltrl130245507,25,4.5,22.751857,75.866699,22.841857,75.956699,2022-03-18,2024-10-24 18:50:00,2024-10-24 19:05:00,Sandstorms,Medium,scooter,Urban,80,Home,13.61,Very Good,18,15.0,65.0,0.170125,-0.6186113649526229
rtwh575504116,24,4.5,12.975996,80.221898,13.085996,80.331898,2022-03-04,2024-10-24 18:15:00,2024-10-24 18:20:00,Fog,Medium,motorcycle,Urban,135,Outdoors,17.07,Very Good,18,5.0,130.0,0.12644444444444444,0.519525399215448
eayk673823513,39,4.7,22.751857,75.866699,22.771857,75.886699,2022-03-11,2024-10-24 09:45:00,2024-10-24 09:50:00,Cloudy,Low,scooter,Urban,75,Clothing,3.02,Very Good,9,5.0,70.0,0.040266666666666666,-0.7220783435133566
ohqr705731377,36,4.6,22.745049,75.892471,22.805049,75.952471,2022-04-01,2024-10-24 23:40:00,2024-10-24 23:45:00,Stormy,Low,scooter,Urban,115,Sports,9.07,Very Good,23,5.0,110.0,0.0788695652173913,0.10565748497251316
nchb577761844,24,4.8,25.451517,81.832616,25.481517,81.862616,2022-02-11,2024-10-24 22:00:00,2024-10-24 22:15:00,Fog,Jam,motorcycle,Urban,105,Shoes,4.49,Very Good,22,15.0,90.0,0.042761904761904765,-0.1012764721489543
ldak211548288,25,4.9,21.157735,72.768778,21.207735,72.818778,2022-03-24,2024-10-24 21:55:00,2024-10-24 22:10:00,Stormy,Jam,motorcycle,Urban,75,Sports,7.6,Very Good,21,15.0,60.0,0.10133333333333333,-0.7220783435133566
sdrh784165858,31,4.6,18.56245,73.916619,18.57245,73.926619,2022-03-30,2024-10-24 09:25:00,2024-10-24 09:30:00,Windy,Low,scooter,Urban,110,Pet Supplies,1.53,Very Good,9,5.0,105.0,0.01390909090909091,0.0021905064117794283
ixqx829703291,31,4.1,18.554382,73.798206,18.564382,73.808206,2022-03-30,2024-10-24 08:35:00,2024-10-24 08:45:00,Stormy,Low,motorcycle,Urban,135,Apparel,1.53,Good,8,10.0,125.0,0.011333333333333334,0.519525399215448
onkp203583752,28,4.9,22.31279,73.170283,22.36279,73.220283,2022-03-09,2024-10-24 21:30:00,2024-10-24 21:35:00,Stormy,Jam,motorcycle,Urban,140,Home,7.57,Very Good,21,5.0,135.0,0.054071428571428576,0.6229923777761818
ttiq649485170,27,4.7,18.546947,73.900626,18.576947,73.930626,2022-03-30,2024-10-24 22:25:00,2024-10-24 22:40:00,Sandstorms,Low,motorcycle,Urban,90,Cosmetics,4.6,Very Good,22,15.0,75.0,0.05111111111111111,-0.4116774078311555
zixo785946340,25,4.7,12.311072,76.654878,12.361072,76.704878,2022-03-26,2024-10-24 21:30:00,2024-10-24 21:35:00,Stormy,Jam,motorcycle,Urban,50,Snacks,7.77,Very Good,21,5.0,45.0,0.15539999999999998,-1.2394132363170254
lota641427877,29,4.9,13.027018,80.254791,13.037018,80.264791,2022-03-24,2024-10-24 10:35:00,2024-10-24 10:40:00,Windy,Low,motorcycle,Urban,85,Skincare,1.55,Very Good,10,5.0,80.0,0.018235294117647058,-0.5151443863918892
hcvy838720759,20,4.7,17.451976,78.385883,17.511976,78.445883,2022-03-03,2024-10-24 21:55:00,2024-10-24 22:10:00,Sandstorms,Jam,scooter,Urban,90,Sports,9.22,Very Good,21,15.0,75.0,0.10244444444444445,-0.4116774078311555
cdbb276404814,22,4.7,12.981615,80.231598,13.051615,80.301598,2022-03-06,2024-10-24 18:10:00,2024-10-24 18:25:00,Stormy,Medium,motorcycle,Urban,90,Kitchen,10.87,Very Good,18,15.0,75.0,0.12077777777777778,-0.4116774078311555
vnei964044771,39,4.4,27.163303,78.057044,27.203303,78.097044,2022-02-15,2024-10-24 13:30:00,2024-10-24 13:40:00,Windy,High,scooter,Urban,155,Home,5.95,Good,13,10.0,145.0,0.03838709677419355,0.9333933134583831
slop132827812,32,4.2,17.411028,78.329645,17.431028,78.349645,2022-03-05,2024-10-24 10:55:00,2024-10-24 11:00:00,Stormy,Low,motorcycle,Urban,115,Electronics,3.07,Good,10,5.0,110.0,0.02669565217391304,0.10565748497251316
vgxk534020230,20,4.7,12.325461,76.632278,12.405461,76.712278,2022-03-29,2024-10-24 23:30:00,2024-10-24 23:35:00,Sandstorms,Low,scooter,Urban,90,Outdoors,12.43,Very Good,23,5.0,85.0,0.1381111111111111,-0.4116774078311555
rbcb086233976,24,4.9,12.934365,77.616155,12.964365,77.646155,2022-03-01,2024-10-24 22:25:00,2024-10-24 22:30:00,Sandstorms,Low,scooter,Urban,50,Jewelry,4.66,Very Good,22,5.0,45.0,0.0932,-1.2394132363170254
bcxv674599705,29,4.9,11.021278,76.995017,11.101278,77.075017,2022-03-29,2024-10-24 22:50:00,2024-10-24 23:05:00,Cloudy,Low,motorcycle,Urban,105,Sports,12.46,Very Good,22,15.0,90.0,0.11866666666666667,-0.1012764721489543
zlcd398215100,23,4.5,18.533811,73.899315,18.563811,73.929315,2022-03-21,2024-10-24 19:35:00,2024-10-24 19:45:00,Sandstorms,Jam,scooter,Urban,100,Home,4.6,Very Good,19,10.0,90.0,0.046,-0.20474345070968802
tuax473483976,21,4.9,12.337928,76.617889,12.417928,76.697889,2022-03-20,2024-10-24 23:35:00,2024-10-24 23:40:00,Windy,Low,scooter,Urban,55,Shoes,12.43,Very Good,23,5.0,50.0,0.226,-1.1359462577562915
kahv162690757,37,4.1,21.149669,72.772629,21.259669,72.882629,2022-03-16,2024-10-24 22:00:00,2024-10-24 22:10:00,Stormy,Jam,van,Urban,220,Home,16.72,Good,22,10.0,210.0,0.076,2.2784640347479215
tlnc539692373,37,4.8,19.178321,72.834715,19.288321,72.944715,2022-03-12,2024-10-24 22:25:00,2024-10-24 22:30:00,Sunny,Low,scooter,Urban,145,Kitchen,16.82,Very Good,22,5.0,140.0,0.116,0.7264593563369155
tsej518086687,35,4.9,18.53408,73.89852,18.55408,73.91852,2022-03-09,2024-10-24 11:15:00,2024-10-24 11:30:00,Sandstorms,High,motorcycle,Urban,29,Grocery,3.06,Very Good,11,15.0,14.0,0.10551724137931034,-1.673974546272107
yzdb417798896,25,4.5,19.178321,72.834715,19.238321,72.894715,2022-03-30,2024-10-24 17:50:00,2024-10-24 18:05:00,Stormy,Medium,motorcycle,Urban,120,Snacks,9.17,Very Good,17,15.0,105.0,0.07641666666666666,0.2091244635332469
hnmx176494461,33,4.8,21.149569,72.772697,21.279569,72.902697,2022-03-08,2024-10-24 22:00:00,2024-10-24 22:15:00,Fog,Jam,scooter,Urban,200,Outdoors,19.76,Very Good,22,15.0,185.0,0.09880000000000001,1.8645961205049866
ddfh741081927,31,4.9,22.651847,75.881991,22.661847,75.891991,2022-03-19,2024-10-24 10:40:00,2024-10-24 10:50:00,Sunny,Low,scooter,Urban,85,Jewelry,1.51,Very Good,10,10.0,75.0,0.017764705882352943,-0.5151443863918892
axlc956271356,35,4.3,26.849596,75.800512,26.869596,75.820512,2022-03-24,2024-10-24 08:40:00,2024-10-24 08:50:00,Stormy,Low,motorcycle,Urban,120,Snacks,2.98,Good,8,10.0,110.0,0.024833333333333332,0.2091244635332469
jlpf503866583,32,4.7,22.760072,75.892574,22.790072,75.922574,2022-03-19,2024-10-24 18:35:00,2024-10-24 18:45:00,Cloudy,Medium,motorcycle,Urban,80,Electronics,4.54,Very Good,18,10.0,70.0,0.05675,-0.6186113649526229
xehz824263020,20,4.6,10.96185,76.971082,11.05185,77.061082,2022-03-14,2024-10-24 20:55:00,2024-10-24 21:05:00,Sandstorms,Jam,scooter,Urban,80,Books,14.02,Very Good,20,10.0,70.0,0.17525,-0.6186113649526229
ynds236643786,28,4.7,22.31279,73.170283,22.40279,73.260283,2022-03-31,2024-10-24 23:20:00,2024-10-24 23:25:00,Cloudy,Low,scooter,Urban,105,Apparel,13.63,Very Good,23,5.0,100.0,0.12980952380952382,-0.1012764721489543
mlof074412201,33,4.9,12.970324,77.645748,13.020324,77.695748,2022-03-09,2024-10-24 17:35:00,2024-10-24 17:40:00,Fog,Medium,scooter,Urban,80,Toys,7.76,Very Good,17,5.0,75.0,0.097,-0.6186113649526229
qvag116306821,28,4.9,12.310972,76.659264,12.440972,76.789264,2022-03-04,2024-10-24 18:10:00,2024-10-24 18:25:00,Sandstorms,Medium,scooter,Urban,145,Snacks,20.2,Very Good,18,15.0,130.0,0.1393103448275862,0.7264593563369155
uouu845297469,36,4.8,21.149569,72.772697,21.259569,72.882697,2022-03-16,2024-10-24 18:50:00,2024-10-24 18:55:00,Sunny,Medium,motorcycle,Urban,120,Skincare,16.72,Very Good,18,5.0,115.0,0.13933333333333334,0.2091244635332469
bbrx710643463,27,4.8,13.022394,80.242439,13.092394,80.312439,2022-04-02,2024-10-24 23:40:00,2024-10-24 23:50:00,Stormy,Low,motorcycle,Urban,55,Home,10.86,Very Good,23,10.0,45.0,0.19745454545454544,-1.1359462577562915
ntxp880106621,24,4.8,12.352058,76.60665,12.402058,76.65665,2022-03-21,2024-10-24 23:20:00,2024-10-24 23:30:00,Fog,Low,scooter,Urban,90,Electronics,7.77,Very Good,23,10.0,80.0,0.08633333333333333,-0.4116774078311555
fouu197049134,30,4.5,26.913726,75.75282,26.953726,75.792821,2022-03-28,2024-10-24 16:45:00,2024-10-24 16:55:00,Windy,Medium,van,Urban,140,Sports,5.96,Very Good,16,10.0,130.0,0.04257142857142857,0.6229923777761818
juhq861781333,21,4.7,17.410371,78.437225,17.450371,78.477225,2022-03-03,2024-10-24 15:40:00,2024-10-24 15:55:00,Fog,Medium,motorcycle,Urban,125,Kitchen,6.15,Very Good,15,15.0,110.0,0.0492,0.3125914420939806
qryx280427710,33,4.9,23.355164,85.324097,23.395164,85.364097,2022-03-09,2024-10-24 15:15:00,2024-10-24 15:20:00,Cloudy,Medium,motorcycle,Urban,170,Outdoors,6.04,Very Good,15,5.0,165.0,0.035529411764705886,1.2437942491405842
kadb808122415,27,4.8,9.991703,76.293136,10.051703,76.353136,2022-02-17,2024-10-24 20:50:00,2024-10-24 20:55:00,Sunny,Jam,motorcycle,Urban,55,Kitchen,9.36,Very Good,20,5.0,50.0,0.17018181818181818,-1.1359462577562915
aazl463449779,25,4.6,23.359407,85.325055,23.379407,85.345055,2022-04-05,2024-10-24 09:55:00,2024-10-24 10:05:00,Fog,Low,scooter,Urban,55,Outdoors,3.02,Very Good,9,10.0,45.0,0.05490909090909091,-1.1359462577562915
bydk638476509,25,5.0,26.956431,75.776649,27.026431,75.846649,2022-03-23,2024-10-24 21:55:00,2024-10-24 22:10:00,Sunny,Jam,motorcycle,Urban,80,Books,10.42,Very Good,21,15.0,65.0,0.13025,-0.6186113649526229
plkz415576368,36,5.0,13.029198,77.570997,13.069198,77.610997,2022-03-21,2024-10-24 13:25:00,2024-10-24 13:35:00,Windy,High,motorcycle,Urban,245,Books,6.21,Very Good,13,10.0,235.0,0.025346938775510204,2.79579892755159
jyjw308425924,28,4.7,11.010375,76.95295,11.070375,77.01295,2022-04-03,2024-10-24 21:55:00,2024-10-24 22:00:00,Windy,Jam,motorcycle,Urban,140,Books,9.35,Very Good,21,5.0,135.0,0.06678571428571428,0.6229923777761818
urgo598821962,30,4.9,26.902328,75.794257,26.962328,75.854257,2022-03-24,2024-10-24 21:35:00,2024-10-24 21:50:00,Fog,Jam,motorcycle,Urban,165,Outdoors,8.94,Very Good,21,15.0,150.0,0.05418181818181818,1.1403272705798504
